date,open,high,low,close,volume
2024-04-08,81.5506,84.8115,79.2473,82.6107,276358.0
2024-04-09,84.8775,87.5933,82.5817,85.7374,158143.0
2024-04-10,86.8379,89.2069,83.564,85.5157,273510.0
2024-04-11,85.1433,87.1994,81.8485,84.2802,338701.0
2024-04-12,82.7855,85.3468,81.5774,84.3634,253112.0
2024-04-15,85.2278,86.2253,83.3334,84.4975,361836.0
2024-04-16,84.5067,91.6448,80.4531,88.36,391809.0
2024-04-17,,91.2231,83.6551,89.8392,283695.0
2024-04-18,89.6466,91.6535,86.8462,89.3555,249667.0
2024-04-19,87.1391,89.4565,85.4988,87.8824,154310.0
2024-04-22,87.8936,92.3024,83.4096,88.4626,181448.0
2024-04-23,89.4111,90.9014,86.7333,88.2914,230143.0
2024-04-24,87.8024,92.7218,85.2948,90.9031,406077.0
2024-04-25,90.6573,95.3168,86.1489,91.1846,207338.0
2024-04-26,94.9851,99.1297,87.7981,93.1404,351667.0
2024-04-29,91.5618,95.7469,80.1647,84.0574,628758.0
2024-04-30,82.5201,96.3455,79.588,94.2253,365783.0
2024-05-01,92.9102,100.1231,91.0743,97.9502,222233.0
2024-05-02,97.7681,101.238,96.346,99.8613,410843.0
2024-05-03,101.1006,104.5835,94.6048,98.1691,390124.0
2024-05-06,99.6987,101.8241,96.9502,98.764,198210.0
2024-05-07,97.5715,102.2745,92.1422,98.3076,125562.0
2024-05-08,97.9916,101.0181,96.271,99.3244,210926.0
2024-05-09,97.4943,102.0329,95.7118,100.523,153248.0
2024-05-10,99.3176,106.1227,94.6379,101.9804,207830.0
2024-05-13,102.0692,105.1682,100.7404,103.6537,276575.0
2024-05-14,103.0632,105.7441,96.2487,98.8552,280716.0
2024-05-15,99.8708,103.2359,94.8577,97.5925,358487.0
2024-05-16,100.0897,102.8473,95.6079,98.9273,209641.0
2024-05-17,96.0464,100.8435,93.8551,,300101.0
2024-05-20,99.2551,101.4817,96.2513,98.6917,249798.0
2024-05-21,99.583,100.6124,97.0965,98.5309,174095.0
2024-05-22,96.8889,102.1833,94.096,100.1697,396017.0
2024-05-23,99.9065,101.1535,98.6815,100.0132,349318.0
2024-05-24,99.979,102.872,96.7713,100.5101,326286.0
2024-05-27,100.6692,102.3229,99.2633,101.1206,334540.0
2024-05-28,103.4597,105.6477,100.5051,102.7709,231646.0
2024-05-29,103.1492,105.8755,97.2679,100.5416,193378.0
2024-05-30,101.1053,104.558,95.8255,100.0566,278011.0
2024-05-31,100.617,102.2643,96.6335,98.9183,221451.0
2024-06-03,100.9005,105.0976,93.2246,96.8838,419156.0
2024-06-04,97.2946,99.3481,94.1087,96.741,235978.0
2024-06-05,97.0023,99.0008,96.1264,98.02,158450.0
2024-06-06,97.381,99.8805,96.3252,98.8155,301581.0
2024-06-07,98.3886,101.8437,93.4793,96.6301,293326.0
2024-06-10,94.0534,99.1909,89.7543,95.7882,169818.0
2024-06-11,96.1281,102.5964,93.8787,100.9429,331410.0
2024-06-12,100.693,106.2742,95.1318,102.0919,145853.0
2024-06-13,103.5078,107.5608,101.3408,105.0974,327009.0
2024-06-14,104.2044,106.7755,99.5782,102.5326,410679.0
2024-06-17,103.9147,106.6182,102.6915,105.2836,189023.0
2024-06-18,105.8622,108.6809,100.7933,104.6143,206707.0
2024-06-19,104.0879,,101.258,107.8436,343144.0
2024-06-20,105.2807,107.7513,103.6607,106.5489,211761.0
2024-06-21,106.3864,110.2822,104.8809,109.1429,338317.0
2024-06-24,109.8698,113.5817,106.9396,110.5371,246827.0
2024-06-25,109.1114,113.2074,102.0769,107.602,337852.0
2024-06-26,107.9411,110.2169,102.8672,105.618,141285.0
2024-06-27,104.7811,109.8504,103.9453,108.9916,376949.0
2024-06-28,110.5144,112.489,103.4672,105.679,432775.0
2024-07-01,105.3761,106.3508,102.2327,103.5022,281459.0
2024-07-02,100.8782,105.4042,97.5224,102.7785,137643.0
2024-07-03,101.7536,108.6759,100.3937,107.6027,491345.0
2024-07-04,105.1666,107.5222,101.7384,103.642,226464.0
2024-07-05,104.106,106.8627,99.7832,103.3416,199345.0
2024-07-08,104.9373,106.5728,101.6088,103.817,247174.0
2024-07-09,103.4067,105.3255,98.5619,101.2181,154689.0
2024-07-10,100.5877,108.0451,98.5004,106.2185,191342.0
2024-07-11,,106.8372,101.7797,103.9756,219323.0
2024-07-12,101.6576,107.1976,96.4572,103.35,192271.0
2024-07-15,104.5493,108.4264,99.6767,103.4997,211901.0
2024-07-16,102.1877,105.5493,96.2522,100.1141,352222.0
2024-07-17,100.6313,103.9978,94.1525,98.6216,242029.0
2024-07-18,100.4493,102.9122,95.5759,98.2919,230791.0
2024-07-19,97.3837,103.2863,93.4934,100.346,419938.0
2024-07-22,99.4086,103.0597,93.4486,96.4599,450446.0
2024-07-23,96.5191,99.9313,91.3962,95.1701,
2024-07-24,94.4031,98.004,88.939,92.2523,183188.0
2024-07-25,92.1224,98.4515,90.8264,97.0429,330009.0
2024-07-26,97.1653,98.6357,90.2832,91.9878,189988.0
2024-07-29,92.8404,96.393,91.0256,95.0079,356156.0
2024-07-30,92.8124,98.2462,87.8245,94.2055,182514.0
2024-07-31,94.1508,99.44,91.2343,95.9125,384502.0
2024-08-01,96.4704,100.4342,89.6899,95.2198,315743.0
2024-08-02,94.6604,99.0691,92.9629,97.24,383568.0
2024-08-05,98.7587,99.8384,,92.6726,298061.0
2024-08-06,92.6448,96.2267,89.3979,92.8019,133679.0
2024-08-07,92.5476,96.1351,87.3577,91.2874,239972.0
2024-08-08,87.8714,93.5827,85.8839,91.7353,174104.0
2024-08-09,91.8337,94.9547,88.9424,92.236,233532.0
2024-08-12,92.2793,94.7789,90.1648,93.1122,364187.0
2024-08-13,95.0198,96.1071,89.746,90.9145,235658.0
2024-08-14,92.3776,94.2792,88.3878,89.9429,142101.0
2024-08-15,91.1977,94.6173,86.8946,89.9107,334512.0
2024-08-16,89.8779,93.0204,84.7247,87.5093,266699.0
2024-08-19,86.0359,92.3763,81.7301,88.6574,317761.0
2024-08-20,89.8925,92.3949,87.972,90.6971,382154.0
2024-08-21,89.2221,94.428,86.7637,92.1421,209179.0
2024-08-22,94.2674,95.4545,89.4116,90.5884,389160.0
2024-08-23,88.1065,92.4883,85.7238,90.7375,343691.0
2024-08-26,89.1504,97.1009,85.592,93.5136,258946.0
2024-08-27,92.1562,98.1433,91.1111,97.1762,322813.0
2024-08-28,96.2105,101.6764,91.0881,97.6121,295939.0
2024-08-29,93.3584,100.6755,90.2557,97.4571,318088.0
2024-08-30,98.0986,101.6181,93.8512,98.3204,308328.0
2024-09-02,98.5513,101.9876,95.6359,99.156,354632.0
2024-09-03,98.6562,105.0033,96.1166,102.215,151616.0
2024-09-04,101.7454,102.8434,99.443,100.9301,389428.0
2024-09-05,103.4706,105.7269,95.4551,98.2587,223341.0
2024-09-06,95.8375,100.338,93.3097,98.4883,296315.0
2024-09-09,97.3964,103.6346,93.9923,99.4966,229585.0
2024-09-10,98.3948,99.9049,91.3351,92.873,194360.0
2024-09-11,91.4872,93.0286,87.863,89.9114,174589.0
2024-09-12,90.655,92.0602,88.2655,89.9946,174240.0
2024-09-13,87.5342,89.9211,85.799,88.4323,404011.0
2024-09-16,87.8744,90.4428,85.7611,88.2527,359534.0
2024-09-17,86.1897,93.5304,85.2217,92.6471,292931.0
2024-09-18,91.4766,94.4229,88.9346,,310232.0
2024-09-19,90.8527,99.3696,86.5748,95.2212,310645.0
2024-09-20,93.6593,95.8062,91.322,93.1671,285257.0
2024-09-23,91.2844,94.4765,87.2992,91.0486,185620.0
2024-09-24,92.4862,96.0353,85.9286,90.7486,313602.0
2024-09-25,90.0263,92.6587,87.9882,91.0921,187955.0
2024-09-26,90.8811,92.7623,87.1795,88.8887,242681.0
2024-09-27,90.3096,93.2825,85.5733,89.5519,259979.0
2024-09-30,90.8892,94.2615,84.9008,88.8018,361703.0
2024-10-01,88.1294,94.197,84.7574,90.3721,352911.0
2024-10-02,87.1772,91.3704,85.7434,89.7396,147010.0
2024-10-03,86.7595,91.298,82.5455,88.07,343357.0
2024-10-04,87.3554,92.5265,84.6406,89.1986,365016.0
2024-10-07,90.5893,91.59,88.4777,89.4079,345544.0
2024-10-08,92.7969,95.5426,86.4511,89.6795,329715.0
2024-10-09,86.475,95.6688,82.5877,92.1715,396130.0
2024-10-10,90.9697,95.3312,88.0718,92.7446,146812.0
2024-10-11,93.7686,103.7442,90.942,100.5434,354930.0
2024-10-14,101.5074,105.2511,90.9311,95.8077,421778.0
2024-10-15,95.9124,101.248,93.016,99.1394,316943.0
2024-10-16,,101.4872,94.1122,98.2263,338307.0
2024-10-17,101.7664,103.9457,92.1512,94.6509,193058.0
2024-10-18,96.5649,99.5701,90.3192,93.4653,227223.0
2024-10-21,91.795,94.7049,90.4098,93.3986,216533.0
2024-10-22,92.574,98.8196,90.6919,97.3371,369915.0
2024-10-23,98.8486,102.9825,94.1033,99.1754,328798.0
2024-10-24,99.7478,103.2614,90.8282,94.5673,173917.0
2024-10-25,94.2741,95.9114,93.1146,94.5958,230734.0
2024-10-28,92.9916,98.438,91.3983,97.2753,372094.0
2024-10-29,94.5853,102.2116,90.4497,98.7669,229206.0
2024-10-30,99.3629,102.2056,94.0159,97.8792,239324.0
2024-10-31,96.3008,100.6682,95.0157,99.1116,347805.0
2024-11-01,99.7487,101.1121,95.2463,96.6487,159821.0
2024-11-04,95.6123,97.0882,92.6539,93.9264,435945.0
2024-11-05,92.9384,96.3628,90.2934,93.7636,123869.0
2024-11-06,93.884,98.9463,90.69,96.1194,306537.0
2024-11-07,94.7259,100.2669,90.7433,96.9653,309950.0
2024-11-08,94.1194,97.9952,90.623,94.5001,152366.0
2024-11-11,97.8122,,93.8791,96.4015,226212.0
2024-11-12,96.6457,100.479,91.1636,94.8092,290554.0
2024-11-13,94.3043,97.8275,89.6265,93.5382,365606.0
2024-11-14,92.5917,96.6736,89.4483,94.3614,255081.0
2024-11-15,95.8622,99.705,89.5086,93.6809,177605.0
2024-11-18,96.9792,98.6098,88.2169,90.3052,448674.0
2024-11-19,92.2133,93.128,88.9025,89.7634,127220.0
2024-11-20,89.4669,91.1112,83.8504,85.2691,288493.0
2024-11-21,84.8724,91.0878,81.3877,87.026,308709.0
2024-11-22,88.402,90.7189,82.9104,84.8032,327602.0
2024-11-25,84.3887,91.811,79.5389,87.8623,
2024-11-26,88.6984,91.0285,82.5216,84.7474,400906.0
2024-11-27,83.0923,84.7434,79.5313,81.8168,354874.0
2024-11-28,83.1912,85.6512,77.6806,80.6457,261514.0
2024-11-29,79.6972,85.4904,76.2174,82.2571,202426.0
2024-12-02,81.2717,85.4786,78.3425,83.346,213213.0
2024-12-03,83.6534,86.8196,82.6379,85.8457,195183.0
2024-12-04,87.6062,90.6961,81.8259,85.3269,368643.0
2024-12-05,83.6562,90.8686,80.379,86.99,269452.0
2024-12-06,85.5375,87.7005,81.9367,84.6093,260550.0
2024-12-09,85.0385,89.2063,81.4845,85.6546,290395.0
2024-12-10,84.4536,88.5282,81.9669,86.6342,254266.0
2024-12-11,85.6676,90.8759,81.6831,87.1657,270257.0
2024-12-12,85.9931,93.2441,83.5543,90.6101,245658.0
2024-12-13,90.934,93.249,88.1282,89.9959,215239.0
2024-12-16,92.6545,96.1053,,89.1884,206484.0
2024-12-17,89.2113,94.4265,86.2158,90.9035,265065.0
2024-12-18,90.9965,96.0197,86.8123,92.391,376942.0
2024-12-19,91.8644,94.0191,89.9533,91.7121,272706.0
2024-12-20,92.3215,93.3611,88.2328,89.1462,415703.0
2024-12-23,86.3339,94.2065,81.2931,90.3862,316659.0
2024-12-24,89.4708,95.5709,86.4666,92.3161,376492.0
2024-12-25,92.9253,98.0563,89.6596,95.5621,445835.0
2024-12-26,93.0903,94.0213,89.7166,90.6612,299120.0
2024-12-27,91.3636,93.2857,90.3466,92.1957,260868.0
2024-12-30,90.6493,92.9109,87.4188,90.1988,333087.0
2024-12-31,91.364,92.3133,90.3059,91.3803,342461.0
2025-01-01,90.6198,94.189,88.8747,92.0452,245913.0
2025-01-02,92.9756,97.3033,88.1328,93.4084,261787.0
2025-01-03,91.3557,96.4935,87.8795,92.7183,302915.0
2025-01-06,93.8318,94.8836,86.3467,87.7745,442464.0
2025-01-07,88.5615,92.2908,86.9232,90.6474,398364.0
2025-01-08,90.542,93.9559,83.488,87.0292,294644.0
2025-01-09,87.8689,92.2822,85.1108,89.8353,182789.0
2025-01-10,88.7245,99.0971,84.9563,95.5203,328967.0
2025-01-13,94.2005,97.9956,82.0983,86.4102,497635.0
2025-01-14,87.3809,90.3275,84.5089,87.8696,184511.0
2025-01-15,86.5523,90.0119,80.852,85.5209,346723.0
2025-01-16,84.697,87.9085,83.6975,86.7012,296836.0
2025-01-17,86.2512,93.4539,82.1543,90.089,344991.0
2025-01-20,91.3409,92.6139,89.7324,90.9326,211861.0
2025-01-21,89.5511,95.2542,88.0327,93.9415,237572.0
2025-01-22,92.8848,94.7259,89.2342,91.6768,350671.0
2025-01-23,92.0467,98.1261,87.3569,94.5345,335294.0
2025-01-24,92.7916,98.7752,87.4063,,127117.0
2025-01-27,96.9388,99.7168,93.3047,95.9905,223515.0
2025-01-28,99.1245,100.5317,95.8534,97.7795,229102.0
2025-01-29,98.9812,102.5959,91.7311,96.3574,242455.0
2025-01-30,95.8779,97.121,94.2623,95.3501,207210.0
2025-01-31,95.0551,99.5666,90.5638,95.594,148723.0
2025-02-03,93.201,101.1722,89.1088,98.0183,162625.0
2025-02-04,94.4302,99.9144,92.8189,98.4054,218321.0
2025-02-05,99.5568,103.0897,93.695,96.66,222201.0
2025-02-06,94.9656,99.7265,92.4238,97.825,183745.0
2025-02-07,95.944,100.0469,91.6685,96.3518,317539.0
2025-02-10,95.9945,102.9001,93.2771,100.4926,185153.0
2025-02-11,101.8291,103.5284,101.0896,102.6786,424146.0
2025-02-12,,106.8618,98.6797,102.4523,223616.0
2025-02-13,102.3226,106.4351,97.8759,102.2438,214080.0
2025-02-14,100.3953,104.139,99.2898,103.2506,272578.0
2025-02-17,104.4357,105.9645,102.9848,104.8533,236613.0
2025-02-18,105.2227,108.3889,96.8707,101.2988,156116.0
2025-02-19,100.3381,109.6417,98.3628,107.7866,335549.0
2025-02-20,108.7285,114.2667,105.7177,110.5526,315796.0
2025-02-21,108.6085,112.5125,105.8767,109.6077,305036.0
2025-02-24,109.3485,114.6683,106.0801,110.766,286355.0
2025-02-25,111.5919,113.3509,105.0113,107.1158,310539.0
2025-02-26,108.6879,110.2638,103.964,105.7123,223834.0
2025-02-27,103.6744,109.047,99.4167,105.6552,248763.0
2025-02-28,107.2193,109.5426,105.1508,107.4921,388815.0
2025-03-03,107.3179,110.2778,104.3111,107.6572,277218.0
2025-03-04,109.6743,111.6871,105.9647,107.8909,156304.0
2025-03-05,111.2308,113.2471,107.8142,110.0143,189702.0
2025-03-06,110.8095,114.1451,100.4959,105.0334,357904.0
2025-03-07,104.2968,111.1881,100.6302,107.9144,355230.0
2025-03-10,109.2829,112.7394,103.4255,107.1158,249179.0
2025-03-11,106.6346,109.1388,104.161,106.2409,345801.0
2025-03-12,105.3478,109.2058,103.41,106.9,
2025-03-13,110.2731,111.598,104.3432,105.9065,351369.0
2025-03-14,106.5369,112.3677,102.8033,108.4008,198574.0
2025-03-17,107.9225,111.3733,100.8283,105.1879,355008.0
2025-03-18,105.6563,107.9383,103.9756,106.377,280674.0
2025-03-19,104.4345,108.3779,101.7088,105.15,159712.0
2025-03-20,106.9501,108.5628,103.2387,105.2628,266951.0
2025-03-21,106.1181,,101.4771,103.9273,359386.0
2025-03-24,104.3986,108.3632,99.4492,104.6235,134206.0
2025-03-25,103.6727,106.8309,99.6124,102.3206,188754.0
2025-03-26,101.1929,105.1101,95.7365,99.4712,289015.0
2025-03-27,99.2036,108.1522,94.5685,104.7017,333940.0
2025-03-28,105.5194,109.7257,101.9387,106.761,249255.0
2025-03-31,108.641,111.3219,104.4922,107.7162,174347.0
2025-04-01,106.1237,112.5843,102.9688,108.8402,287756.0
2025-04-02,108.4244,111.6904,104.3518,108.0266,341957.0
2025-04-03,107.4397,110.5401,104.4677,108.083,290139.0
2025-04-04,107.5639,110.1898,104.8375,107.1588,129834.0
2025-04-07,107.5665,111.2219,100.8415,105.5053,303609.0
2025-04-08,103.8605,109.958,100.7023,107.6593,225349.0
2025-04-09,107.7713,117.4471,104.7437,114.7913,539410.0
2025-04-10,112.2479,115.2874,104.1522,108.3059,471003.0
2025-04-11,104.3647,112.3765,101.102,109.0388,332503.0
2025-04-14,111.2449,113.2046,108.2018,110.289,232622.0
2025-04-15,109.2883,113.4564,105.7324,109.7337,355615.0
2025-04-16,107.7764,112.8088,105.3973,109.9243,300228.0
2025-04-17,111.639,113.3264,108.1046,109.6888,362972.0
2025-04-18,111.6988,113.3533,106.7893,109.0798,272228.0
2025-04-21,110.7044,116.713,,113.455,206895.0
2025-04-22,113.6158,115.9468,106.8424,108.9419,354053.0
2025-04-23,109.5154,113.043,103.3784,108.3037,216253.0
2025-04-24,107.6864,111.5014,104.8805,108.9906,163842.0
2025-04-25,109.4866,111.527,105.8888,107.7748,320820.0
2025-04-28,107.3233,109.1112,104.727,106.7211,378702.0
2025-04-29,105.6495,108.1224,101.856,104.6799,186371.0
2025-04-30,104.307,108.7113,102.0156,106.4221,227571.0
2025-05-01,108.2725,112.0039,99.1209,102.2319,258244.0
2025-05-02,100.274,102.4166,98.0406,100.7613,225776.0
2025-05-05,104.4812,107.5603,97.3471,100.317,162467.0
2025-05-06,99.863,106.6663,97.7433,104.1025,187279.0
2025-05-07,102.7235,106.3491,101.7503,105.5468,311993.0
2025-05-08,108.2419,110.4204,100.1907,102.3204,305211.0
2025-05-09,102.1988,104.6843,101.4504,103.8783,308256.0
2025-05-12,104.1021,105.8613,99.3504,101.4689,316996.0
2025-05-13,101.6587,103.1868,98.666,100.1733,358279.0
2025-05-14,99.3757,105.6585,95.5624,101.9718,304451.0
2025-05-15,103.8198,107.7711,97.7123,102.0001,219291.0
2025-05-16,100.7424,104.0155,99.8844,103.0119,371076.0
2025-05-19,100.6799,103.2417,99.2107,101.9579,232142.0
2025-05-20,102.7176,108.945,101.087,107.4315,509891.0
2025-05-21,105.5451,109.6084,97.8702,103.4106,212376.0
2025-05-22,104.8752,110.0154,99.7322,106.1329,275815.0
2025-05-23,105.4215,107.5137,101.6725,104.1213,269923.0
2025-05-26,103.5728,110.0667,100.2557,107.4328,421994.0
2025-05-27,108.9127,111.1525,103.2792,105.2547,181008.0
2025-05-28,105.0614,107.2985,103.229,105.9815,334507.0
2025-05-29,104.7189,109.7804,101.1841,105.5827,157910.0
2025-05-30,104.9248,109.1892,102.1666,107.1097,137893.0
2025-06-02,106.9905,113.9759,103.7269,110.3761,388587.0
2025-06-03,111.4874,113.7495,108.9605,111.7325,147208.0
2025-06-04,,115.3788,109.618,113.6117,235276.0
2025-06-05,110.4421,117.0174,107.9675,114.2359,354967.0
2025-06-06,113.8694,117.5874,111.5503,115.0256,300680.0
2025-06-09,118.6257,121.8169,113.0696,116.7031,216885.0
2025-06-10,119.5839,120.5467,115.2912,116.3351,135513.0
2025-06-11,114.9672,121.7498,112.0756,119.0988,316812.0
2025-06-12,120.564,121.8339,118.2463,119.7857,161721.0
2025-06-13,119.1181,121.86,113.8673,117.2376,425635.0
2025-06-16,118.1958,120.124,115.9562,117.7367,307612.0
2025-06-17,115.976,118.8786,110.6397,113.4199,301735.0
2025-06-18,113.1963,121.4487,109.0779,118.0054,412252.0
2025-06-19,116.4042,120.5248,112.4755,116.8848,230846.0
2025-06-20,116.5261,120.1118,111.9694,116.4637,271267.0
2025-06-23,117.7683,127.7533,116.9171,126.7018,627076.0
2025-06-24,126.052,129.7503,114.3246,119.2431,425123.0
2025-06-25,117.6582,121.5142,114.5292,118.6418,315039.0
2025-06-26,119.843,123.3808,114.6242,118.5239,234333.0
2025-06-27,119.3474,121.8681,114.7118,,405258.0
2025-06-30,116.1637,121.88,111.197,117.6997,289757.0
2025-07-01,117.3722,121.5153,110.7899,115.974,390612.0
2025-07-02,114.9999,118.7074,112.2251,116.4834,232031.0
2025-07-03,114.8464,116.2527,113.6691,114.8322,170840.0
2025-07-04,114.6455,118.4145,108.771,113.5359,273440.0
2025-07-07,113.5831,115.3757,110.5488,112.0804,384725.0
2025-07-08,113.9249,116.9561,103.7232,106.9679,481024.0
2025-07-09,105.3463,115.0995,100.6706,111.0505,457057.0
2025-07-10,112.7925,114.0039,109.4125,110.9916,348496.0
2025-07-11,111.184,116.7297,108.4834,113.787,428745.0
2025-07-14,114.0462,115.0814,110.2538,111.2291,422042.0
2025-07-15,106.4281,112.7244,104.9594,111.5812,284198.0
2025-07-16,112.5675,116.6222,107.5407,111.9377,126940.0
2025-07-17,113.0117,118.1286,107.8878,114.1145,161174.0
2025-07-18,113.515,116.304,109.3291,112.8912,193986.0
2025-07-21,112.8334,115.6862,109.6333,112.5024,263420.0
2025-07-22,110.6733,114.4656,108.7393,112.7898,237504.0
2025-07-23,113.4513,115.6549,100.9099,103.8103,431182.0
2025-07-24,105.2617,111.3295,100.9913,107.4187,263532.0
2025-07-25,107.2967,113.1394,103.7564,110.1813,442808.0
2025-07-28,111.3218,114.1811,106.9721,110.3414,194724.0
2025-07-29,111.4273,112.5066,108.6707,109.8363,248124.0
2025-07-30,109.064,112.2808,106.8634,109.6566,356112.0
2025-07-31,109.2049,113.0985,100.683,106.0702,285010.0
2025-08-01,106.2109,111.8591,104.9226,110.7768,353496.0
2025-08-04,112.0231,118.9994,106.6021,114.9005,201880.0
2025-08-05,113.3461,116.9913,105.0766,109.6957,492953.0
2025-08-06,109.0374,113.9967,105.327,111.2114,404265.0
2025-08-07,108.9526,110.999,106.1344,108.1239,170826.0
2025-08-08,108.0956,111.0927,103.2663,106.3748,185537.0
2025-08-11,107.0741,107.923,98.3303,99.4773,300985.0
2025-08-12,97.4598,106.8539,95.2274,104.4336,435059.0
2025-08-13,103.462,108.7352,102.3708,107.779,387678.0
2025-08-14,111.7975,112.9004,105.1638,106.6939,327528.0
2025-08-15,106.8073,118.1949,103.3226,114.1781,521059.0
2025-08-18,112.9365,113.92,111.1695,112.485,
2025-08-19,113.4813,116.3567,103.6803,106.7239,376161.0
2025-08-20,107.118,111.317,100.3904,105.9018,277367.0
2025-08-21,105.3547,110.851,101.8451,107.2159,245506.0
2025-08-22,106.9561,108.8845,101.3611,102.9249,485296.0
2025-08-25,102.8713,105.568,98.267,101.6118,259035.0
2025-08-26,101.8005,102.6428,97.1081,98.1754,261093.0
2025-08-27,98.1943,101.0041,92.2689,96.0376,311601.0
2025-08-28,93.7938,100.2934,92.5585,98.9106,206987.0
2025-08-29,98.1805,101.562,94.289,97.6307,168900.0
2025-09-01,97.4741,99.2108,90.9183,93.0271,221328.0
2025-09-02,92.1339,101.1429,87.0886,97.4656,389890.0
2025-09-03,96.9148,,84.9504,86.8977,408700.0
2025-09-04,86.7128,90.658,84.4375,89.0317,298114.0
2025-09-05,90.2376,94.2891,67.0118,70.8204,333519.0
2025-09-08,68.9865,85.7382,67.6541,84.2967,481938.0
2025-09-09,83.5431,87.2096,77.3209,80.3416,393749.0
2025-09-10,83.0501,88.0173,81.7296,86.6692,282945.0
2025-09-11,86.0239,89.0469,75.8278,78.392,510385.0
2025-09-12,76.2974,81.3828,74.1204,79.7531,140088.0
2025-09-15,79.5136,85.1214,74.8962,81.1797,200352.0
