timestamp,value,open,high,low,volume,returns,volatility
2025-05-08,1.06886,1.06965,1.07149,1.06673,170230.0,0.0002620299837166,0.001394636552760432
2025-05-09,1.07119,1.06778,1.07305,1.06602,153836.0,0.0021798925958498,0.0013424900652733995
2025-05-12,1.06959,1.07206,1.07474,1.06825,157258.0,-0.0014936659229455,0.001439202179098247
2025-05-13,1.06887,1.06959,1.07104,1.06619,124986.0,-0.0006731551342104,0.0013269067139195867
2025-05-14,1.068,1.06814,1.06888,1.06658,109160.0,-0.0008139436975497,0.0013397397440935727
2025-05-15,1.06462,1.06835,1.06882,1.06209,170595.0,-0.0031647940074908,0.0017638686836781961
2025-05-16,1.06536,1.06476,1.06773,1.06322,164111.0,0.0006950836918337,0.0017016305178544943
2025-05-19,1.06603,1.06476,1.06773,1.06322,149929.0,0.0006288953968611,0.0017318705483266167
2025-05-20,1.06609,1.06608,1.06832,1.06448,158506.0,5.628359427034546e-05,0.0013540318253193902
2025-05-21,1.0656,1.06581,1.06676,1.06441,119911.0,-0.0004596234839459,0.0013061229042789038
2025-05-22,1.06233,1.06568,1.06644,1.05999,172127.0,-0.0030686936936937,0.0016240826630652871
2025-05-23,1.0614,1.06282,1.06326,1.05969,116821.0,-0.0008754341871171,0.0016238620453667425
2025-05-26,1.06065,1.06258,1.06389,1.05965,160039.0,-0.0007066139061614,0.001277234975059191
2025-05-27,1.05884,1.05974,1.06167,1.0561,145535.0,-0.0017065007306841,0.001213367305732765
2025-05-28,1.05851,1.06042,1.06184,1.05711,169458.0,-0.0003116618185938,0.0010615267763278264
2025-05-29,1.05951,1.05707,1.06104,1.05525,97175.0,0.0009447241877733,0.0012471854478021216
2025-05-30,1.06396,1.05939,1.06671,1.05664,139771.0,0.0042000547422866,0.00230553534987425
2025-06-02,1.06442,1.06439,1.06572,1.06237,171925.0,0.0004323470807172,0.001933758870130439
2025-06-03,1.06507,1.06463,1.06681,1.06392,151358.0,0.0006106612051635,0.0018658407203388319
2025-06-04,1.06495,1.06461,1.06739,1.06177,102327.0,-0.0001126686508866,0.00181491489657045
2025-06-05,1.06051,1.0648,1.06623,1.05848,132057.0,-0.0041692098220573,0.0024570254222229257
2025-06-06,1.0605,1.06014,1.06252,1.05887,91150.0,-9.429425465112828e-06,0.0024486078897109614
2025-06-09,1.0607,1.06006,1.06334,1.0593,89425.0,0.0001885902876002,0.002430541134963704
2025-06-10,1.0665,1.06133,1.06937,1.05886,101032.0,0.0054680871122843,0.0028006503950275957
2025-06-11,1.0661,1.06676,1.06755,1.06409,87198.0,-0.0003750586029066,0.002813007106742982
2025-06-13,1.06683,1.06753,1.06921,1.06411,138394.0,0.0006847387674702,0.0028148222394485723
2025-06-16,1.06414,1.06706,1.06813,1.06169,105079.0,-0.0025214888970125,0.003005785193417731
2025-06-17,1.06687,1.06475,1.06846,1.06395,121220.0,0.0025654519142217,0.0025278526078724535
2025-06-18,1.06869,1.06734,1.07164,1.06613,126874.0,0.0017059248080832,0.002512930917372872
2025-06-19,1.0706,1.06807,1.07228,1.06702,98859.0,0.0017872348389149,0.0024885752197421353
2025-06-20,1.06851,1.07018,1.07144,1.06618,135460.0,-0.0019521763497103,0.001955827398716204
2025-06-23,1.07186,1.06907,1.07391,1.06858,116419.0,0.0031352069704542,0.002197724375621941
2025-06-24,1.06861,1.07232,1.07335,1.06673,93705.0,-0.0030321124027391,0.002629036249686701
2025-06-25,1.07004,1.0686,1.07064,1.06621,127880.0,0.0013381869905766,0.0023421556772962584
2025-06-26,1.07525,1.07013,1.07599,1.06745,108236.0,0.0048689768606779,0.0027577251882807937
2025-06-27,1.07297,1.07622,1.07695,1.07168,172955.0,-0.0021204371076494,0.00299188140603374
2025-06-30,1.07168,1.07252,1.07332,1.06915,170514.0,-0.0012022703337465,0.003003344399708105
2025-07-01,1.07197,1.07209,1.07285,1.07128,100358.0,0.000270603165124,0.0028583017173353423
2025-07-02,1.07084,1.07182,1.07389,1.06824,179914.0,-0.0010541339776299,0.002636084375795029
2025-07-03,1.06724,1.07067,1.07155,1.06651,161918.0,-0.0033618467744948,0.002698724824814605
2025-07-04,1.06745,1.06806,1.06936,1.06602,99596.0,0.0001967692365354,0.002625177383632709
2025-07-07,1.06501,1.06807,1.0708,1.06254,118572.0,-0.0022858213499461,0.0013318804413656124
2025-07-08,1.06617,1.06562,1.06781,1.06483,118572.0,0.0010891916507826,0.0015613077056065897
2025-07-09,1.06407,1.06715,1.06928,1.06307,86279.0,-0.0019696671262556,0.0016116433716621156
2025-07-10,1.06775,1.06409,1.0686,1.06181,148197.0,0.0034584190889697,0.0023273859459238154
2025-07-11,1.06597,1.06826,1.06916,1.06369,147516.0,-0.0016670568953405,0.002360326579363444
2025-07-14,1.06526,1.06573,1.06624,1.0632,92083.0,-0.0006660600204508,0.0020423483460610668
2025-07-15,1.06722,1.06551,1.06806,1.0633,102771.0,0.0018399264029438,0.0021929370411637164
2025-07-16,1.06439,1.06713,1.06825,1.06258,114975.0,-0.0026517494049962,0.0022590736284416445
2025-07-17,1.06497,1.06446,1.06583,1.0634,130648.0,0.0005449130487884,0.002221132642252692
2025-07-18,1.06809,1.06542,1.06872,1.0634,133285.0,0.0029296599904222,0.002324880411036057
2025-07-21,1.06436,1.06748,1.06819,1.06349,104063.0,-0.0034922150755086,0.002355361839446106
2025-07-22,1.06485,1.06592,1.06752,1.06209,152642.0,0.0004603705513173,0.0023092209096721625
2025-07-23,1.06551,1.0641,1.06645,1.06218,175093.0,0.0006198056064232,0.0023122726445115624
2025-07-24,1.0674,1.06461,1.06875,1.06316,171143.0,0.0017737984627079,0.002303792983781717
2025-07-25,1.06455,1.06826,1.06997,1.06295,122599.0,-0.002670039347948,0.002307344240770929
2025-07-28,1.06151,1.06514,1.06733,1.05864,136920.0,-0.002855666713635,0.0025268723932517175
2025-07-29,1.06278,1.06197,1.06328,1.06117,113529.0,0.001196408889224,0.002203336847686482
2025-07-30,1.06353,1.06325,1.06601,1.06132,120954.0,0.0007056963811888,0.001865082096255933
2025-07-31,1.06417,1.06352,1.0662,1.0618,112856.0,0.0006017695786673,0.0018730371672166016
2025-08-01,1.06503,1.0635,1.06564,1.06151,87573.0,0.0008081415563301,0.0018862343894984728
2025-08-04,1.06349,1.06509,1.06776,1.06304,163344.0,-0.0014459686581597,0.0017514798038085785
2025-08-05,1.06409,1.06299,1.06688,1.06032,120367.0,0.0005641801991556,0.0014990397577876202
2025-08-06,1.06483,1.06481,1.06538,1.06199,145774.0,0.0006954298978469,0.0008603963917245547
2025-08-07,1.06321,1.06472,1.06584,1.06134,108752.0,-0.0015213696082941,0.0010564699995641953
2025-08-08,1.06762,1.06259,1.07012,1.06038,140029.0,0.0041478165179034,0.0018845607233797907
2025-08-11,1.06879,1.06738,1.07114,1.06458,102685.0,0.0010958955433579,0.0018960422191829768
2025-08-12,1.06604,1.0691,1.06998,1.0638,136693.0,-0.0025730031156726,0.002239812150988932
2025-08-13,1.06763,1.06562,1.06858,1.06482,140961.0,0.0014915012569884,0.0021676953235808907
2025-08-14,1.0654,1.06702,1.06838,1.0635,161908.0,-0.0020887386079448,0.0023870823702857426
2025-08-15,1.0673,1.06558,1.06896,1.0636,159532.0,0.0017833677492022,0.002460653105353369
2025-08-18,1.07007,1.06748,1.07208,1.06598,166994.0,0.0025953340204254,0.002435229556579897
2025-08-19,1.06819,1.06969,1.07105,1.06588,141133.0,-0.0017568944087771,0.0021357573899126766
2025-08-20,1.07051,1.06784,1.07211,1.06501,146268.0,0.0021718982578007,0.0022565168344920324
2025-08-21,1.07154,1.07068,1.07388,1.06788,177201.0,0.0009621582236503,0.0018899515056999261
2025-08-22,1.07353,1.07045,1.07402,1.06888,177201.0,0.0018571401907536,0.0019191092660611263
2025-08-25,1.07806,1.07247,1.07912,1.07177,142384.0,0.0042197237152197,0.0018211189201708985
2025-08-26,1.07753,1.07752,1.07979,1.07456,116653.0,-0.0004916238428287,0.001996330520330978
2025-08-27,1.0758,1.07737,1.0801,1.07322,111657.0,-0.0016055237441184,0.0021872569360762285
2025-08-28,1.07375,1.07603,1.07776,1.07302,124952.0,-0.0019055586540249,0.0022163563203938287
2025-08-29,1.07187,1.07486,1.07664,1.06908,107180.0,-0.0017508731082652,0.002289863366076697
2025-09-01,1.07175,1.07252,1.0732,1.06908,163411.0,-0.0001119538750036,0.0022648510774480723
2025-09-02,1.0726,1.07163,1.07417,1.06988,86622.0,0.0007930954047119,0.002154833275343376
2025-09-03,1.07331,1.07259,1.0751,1.07065,133756.0,0.000661942942383,0.0011414092014424635
2025-09-04,1.07532,1.07256,1.07635,1.07112,125809.0,0.0018727115185734,0.0014867782829866931
2025-09-05,1.0754,1.0753,1.0765,1.07476,101725.0,7.439645872842071e-05,0.0013705129535577034
2025-09-08,1.07889,1.07518,1.08028,1.07391,146396.0,0.003245304072903,0.0015768886254601633
2025-09-09,1.07832,1.07914,1.07959,1.07583,136226.0,-0.0005283207741288,0.0013069201263263494
2025-09-10,1.08483,1.0777,1.08606,1.07728,166182.0,0.0060371689294458,0.0022630172660676323
