timestamp,value,returns
2023-06-11,10732609603,-0.45993832410503555
2023-06-12,11677889997,0.08807554070873613
2023-06-13,14143474486,0.21113270373615434
2023-06-14,14265717766,0.008643086967138336
2023-06-15,15837384409,0.11017087739852882
2023-06-16,16324646965,0.030766605357075205
2023-06-17,11090276850,-0.3206421631182883
2023-06-18,9565695129,-0.13747012284909732
2023-06-19,12826986222,0.34093613156380576
2023-06-20,22211859147,0.731650659209697
2023-06-21,33346760979,0.5013043599055917
2023-06-22,20653160491,-0.38065467575677736
2023-06-23,24115570085,0.16764550856556837
2023-06-24,12147822496,-0.496266418202736
2023-06-25,12703464114,0.04574001786599702
2023-06-26,16493186997,0.29832200484775573
2023-06-27,16428827944,-0.0039021599046750177
2023-06-28,14571500779,-0.11305293179348908
2023-06-29,13180860821,-0.09543560262537598
2023-06-30,26387306197,1.0019410382483698
2023-07-01,9086606733,-0.6556447761221997
2023-07-02,10533418042,0.1592245985231855
2023-07-03,15271884873,0.4498508282977345
2023-07-04,12810828427,-0.16114948917347038
2023-07-05,12481622280,-0.02569749090590956
2023-07-06,21129219509,0.6928263838633002
2023-07-07,13384770155,-0.3665279425348035
2023-07-08,7509378699,-0.438960952482639
2023-07-09,7903327692,0.052460930363315006
2023-07-10,14828209155,0.876198195604313
2023-07-11,12151839152,-0.1804917893336797
2023-07-12,14805659717,0.21838838811187067
2023-07-13,23686079548,0.5997989958396395
2023-07-14,20917902660,-0.11686935705802515
2023-07-15,8011667756,-0.6169946917613203
2023-07-16,8516564470,0.06302017624506195
2023-07-17,13240156074,0.554635806567199
2023-07-18,13138897269,-0.007647855843545881
2023-07-19,12128602812,-0.07689339800104045
2023-07-20,14655207121,0.20831783744292354
2023-07-21,10972789818,-0.2512702326617633
2023-07-22,7873300598,-0.2824704812002806
2023-07-23,9220145050,0.17106478220101606
2023-07-24,15395817395,0.6698020813674725
2023-07-25,10266772793,-0.33314532579905287
2023-07-26,13497554655,0.3146832921249394
2023-07-27,10770779217,-0.20201995899975111
2023-07-28,11218474952,0.04156577031059938
2023-07-29,6481775959,-0.42222307517436264
2023-07-30,8678454527,0.33890072441487185
2023-07-31,11656781982,0.3431863871307925
2023-08-01,18272392391,0.5675331681775979
2023-08-02,19212655598,0.051458133498880176
2023-08-03,12780357746,-0.3347948345396661
2023-08-04,12036639988,-0.05819224882282881
2023-08-05,6598366353,-0.4518099436737927
2023-08-06,7269806994,0.10175861797893715
2023-08-07,13618163710,0.8732496916684993
2023-08-08,17570561357,0.2902298526561038
2023-08-09,18379521213,0.04604063806292191
2023-08-10,11865344789,-0.35442579534620655
2023-08-11,10195168197,-0.14076089837257577
2023-08-12,6194358008,-0.39242218585243804
2023-08-13,7329897180,0.1833182987701798
2023-08-14,14013695304,0.9118542811537773
2023-08-15,12640195779,-0.09801123081418472
2023-08-16,14949271904,0.18267724372087835
2023-08-17,31120851211,1.081763674568856
2023-08-18,24026236529,-0.2279698146396565
2023-08-19,10631443812,-0.5575069029572026
2023-08-20,9036580420,-0.15001380999632752
2023-08-21,13371557893,0.47971436887848773
2023-08-22,14503820706,0.08467695552458698
2023-08-23,16985265785,0.17108906193065843
2023-08-24,12871532023,-0.2421942531881317
2023-08-25,12406045118,-0.03616406377797343
2023-08-26,6034817316,-0.5135583291371357
2023-08-27,6913768611,0.14564671123840855
2023-08-28,11002805166,0.5914338163551247
2023-08-29,29368391712,1.6691731125760443
2023-08-30,16343655235,-0.4434950542994174
2023-08-31,20181001451,0.23479118721143277
2023-09-01,17202862221,-0.14757142935800283
2023-09-02,10100387473,-0.41286587410610176
2023-09-03,8962524523,-0.11265537614687504
2023-09-04,10680635106,0.19169940105501682
2023-09-05,11094740040,0.03877156460175013
2023-09-06,12752705327,0.14943705585011613
2023-09-07,11088307100,-0.13051334476271004
2023-09-08,10817356400,-0.02443571390622834
2023-09-09,5481314132,-0.4932852418544701
2023-09-10,7899553047,0.4411786766392902
2023-09-11,14600006467,0.8482066491780342
2023-09-12,18657279324,0.27789527807200254
2023-09-13,13072077070,-0.2993578086605271
2023-09-14,13811359124,0.05655429126076905
2023-09-15,11479735788,-0.16881925341788684
2023-09-16,7402031417,-0.35520890430792895
2023-09-17,6774210670,-0.0848173577807445
2023-09-18,15615339655,1.3051157419938932
2023-09-19,13807690550,-0.11576111342677031
2023-09-20,13281116604,-0.038136279495342595
2023-09-21,13371443708,0.006801167905776451
2023-09-22,10578746709,-0.2088553083710144
2023-09-23,7404700301,-0.3000399286712896
2023-09-24,8192867686,0.10644149701690941
2023-09-25,11997833257,0.464424145101469
2023-09-26,9985498161,-0.16772487605842712
2023-09-27,11718380997,0.17353994843923348
2023-09-28,14079002707,0.20144606243851748
2023-09-29,10396435377,-0.2615645018783218
2023-09-30,5331172801,-0.48721147127080344
2023-10-01,9503917434,0.7827066930220858
2023-10-02,19793041322,1.0826192419550011
2023-10-03,11407814187,-0.42364520937365024
2023-10-04,11143355314,-0.023182256360852138
2023-10-05,11877253670,0.06585972853956856
2023-10-06,13492391599,0.1359858073150002
2023-10-07,6553044316,-0.5143155853491768
2023-10-08,7916875290,0.20812173826904434
2023-10-09,12007668568,0.5167181657095421
2023-10-10,9973350678,-0.1694182245687046
2023-10-11,13648094333,0.36845627649552504
2023-10-12,9392909295,-0.31177869482564335
2023-10-13,15165312851,0.6145490576676542
2023-10-14,5388116782,-0.6447078385432248
2023-10-15,7098201980,0.31738087112604085
2023-10-16,27833876539,2.9212573293103166
2023-10-17,14872527508,-0.46566812254264844
2023-10-18,12724128586,-0.14445419050960684
2023-10-19,14448058195,0.13548508232593548
2023-10-20,21536125230,0.49058959614745645
2023-10-21,11541146996,-0.4641029027857302
2023-10-22,10446520040,-0.09484559518905555
2023-10-23,38363572311,2.672378185664209
2023-10-24,44934999645,0.17129341555389432
2023-10-25,25254318008,-0.43798112367827524
2023-10-26,19427195376,-0.2307376754404573
2023-10-27,16418032871,-0.15489433481054415
2023-10-28,10160330825,-0.3811481006992802
2023-10-29,11160323986,0.09842131897314466
2023-10-30,17184860315,0.5398173329517533
2023-10-31,15758270810,-0.08301432067823011
2023-11-01,22446272005,0.42441212463209355
2023-11-02,20998158544,-0.06451465351027674
2023-11-03,17158456701,-0.18285897951261798
2023-11-04,9561294264,-0.4427649041744667
2023-11-05,12412743996,0.29822842528089777
2023-11-06,12693436420,0.022613245233322532
2023-11-07,18834737789,0.4838170819781835
2023-11-08,17295394918,-0.08172892493884454
2023-11-09,37762672382,1.1833946296709823
2023-11-10,22711265155,-0.39857897435708023
2023-11-11,13924272142,-0.386900199219659
2023-11-12,11545715999,-0.17082086005957353
2023-11-13,19057712790,0.6506306574361114
2023-11-14,23857403554,0.25185030422530574
2023-11-15,27365821679,0.14705783540354167
2023-11-16,26007385366,-0.049639887628239454
2023-11-17,22445028430,-0.13697482026229146
2023-11-18,11886022717,-0.47043850917501373
2023-11-19,12915986553,0.086653362569036
2023-11-20,20888209068,0.6172368237057579
2023-11-21,25172163756,0.20508961175435902
2023-11-22,24397247860,-0.03078463589826652
2023-11-23,14214948217,-0.4173544369196731
2023-11-24,22922957823,0.6125952393963616
2023-11-25,9099571165,-0.6030367793169411
2023-11-26,13744796068,0.5104883316773312
2023-11-27,19002925720,0.3825542136810407
2023-11-28,21696137014,0.14172613910527887
2023-11-29,20728546658,-0.04459735644993568
2023-11-30,18115982627,-0.12603700944907803
2023-12-01,23512784002,0.29790276829679807
2023-12-02,15534035612,-0.33933660894096274
2023-12-03,15769696322,0.015170604464042281
2023-12-04,39856129827,1.5273872757712827
2023-12-05,36312154535,-0.08891920282734478
2023-12-06,29909761586,-0.17631542471072492
2023-12-07,27635760671,-0.07602872087300094
2023-12-08,24421116687,-0.11632189257498293
2023-12-09,17368210171,-0.28880360412652406
2023-12-10,13000481418,-0.25147834520639734
2023-12-11,40632672038,2.1254744137198998
2023-12-12,24779520132,-0.3901577501763607
2023-12-13,26797884674,0.08145293093846107
2023-12-14,25578530178,-0.045501893557406414
2023-12-15,19639442462,-0.23219034380279546
2023-12-16,14386729590,-0.2674573314473351
2023-12-17,16678702876,0.15931162615255623
2023-12-18,25224642008,0.512386316582045
2023-12-19,23171001281,-0.08141406828880615
2023-12-20,27868908174,0.2027494123377498
2023-12-21,22452766169,-0.1943435304743274
2023-12-22,21028503216,-0.06343374096000898
2023-12-23,13507796558,-0.35764346043791195
2023-12-24,18830554085,0.3940507620280669
2023-12-25,21115795370,0.1213581541299611
2023-12-26,30026850982,0.4220089963866702
2023-12-27,25260941032,-0.15872160396896062
2023-12-28,22992093014,-0.08981644884590301
2023-12-29,26000021055,0.13082445513631402
2023-12-30,16013925945,-0.38408027012268897
2023-12-31,16397498810,0.023952456525488275
2024-01-01,18426978443,0.12376763410785085
2024-01-02,39335274536,1.134656783675926
2024-01-03,46342323118,0.17813651143039788
2024-01-04,30448091210,-0.34297443111621784
2024-01-05,32336029347,0.06200513930344331
2024-01-06,16092503468,-0.5023352033946309
2024-01-07,19330573863,0.20121607563664123
2024-01-08,42746192015,1.211325557014065
2024-01-09,39821290992,-0.06842483236807684
2024-01-10,50114613298,0.2584879106020923
2024-01-11,45833734549,-0.0854217655745304
2024-01-12,43332698900,-0.05456757285021563
2024-01-13,20601860469,-0.5245654899884392
2024-01-14,17521429522,-0.14952197893171737
2024-01-15,22320220558,0.2738812509547017
2024-01-16,24062872740,0.07807504309698232
2024-01-17,20851232595,-0.13346869177682397
2024-01-18,25218357242,0.20944203787967952
2024-01-19,25752407154,0.021177030163985755
2024-01-20,11586690904,-0.5500734811036764
2024-01-21,9344043642,-0.19355373165480616
2024-01-22,31338708143,2.353870052804276
2024-01-23,29244553045,-0.06682327454100123
2024-01-24,22359526178,-0.23542937573385647
2024-01-25,18491782013,-0.17297970154687592
2024-01-26,25598119893,0.3842970826177887
2024-01-27,11422941934,-0.553758557982077
2024-01-28,16858971687,0.47588701618274376
2024-01-29,20668476578,0.2259630635679588
2024-01-30,23842814518,0.15358354680958142
2024-01-31,24673628793,0.03484547826234108
2024-02-01,21423953779,-0.13170640773042452
2024-02-02,18603843039,-0.13163353361807117
2024-02-03,11169245236,-0.3996269903704599
2024-02-04,14802225490,0.32526640585260047
2024-02-05,18715487317,0.2643698293640844
2024-02-06,16798476726,-0.10242910368989988
2024-02-07,21126587775,0.257649018991176
2024-02-08,26154524080,0.23799093154786566
2024-02-09,39316770844,0.503249331692676
2024-02-10,16398681570,-0.5829087379768232
2024-02-11,19315867136,0.17789146972258707
2024-02-12,34511985805,0.7867168769595745
2024-02-13,35593051468,0.03132435406957601
2024-02-14,39105608050,0.098686581709859
2024-02-15,38564360533,-0.013840662349706156
2024-02-16,31944822784,-0.17164909925929095
