timestamp,value,nominal,returns
2025-10-09,81.5478,1,-0.004724482485485515
2025-10-10,81.4103,1,-0.001686127645380897
2025-10-11,81.1898,1,-0.002708502486786113
2025-10-14,80.8548,1,-0.0041261340710286865
2025-10-15,79.9589,1,-0.011080356391951929
2025-10-16,78.839,1,-0.01400594555452861
2025-10-17,79.0839,1,0.003106330623168674
2025-10-18,80.9834,1,0.02401879522886463
2025-10-21,81.3582,1,0.004628108970480271
2025-10-22,81.3475,1,-0.00013151716729231655
2025-10-23,81.6549,1,0.0037788499953901322
2025-10-24,81.269,1,-0.004725987050378966
2025-10-25,80.9713,1,-0.0036631433880077724
2025-10-28,78.9848,1,-0.024533384050892004
2025-10-29,79.8174,1,0.010541268699800543
2025-10-30,79.4715,1,-0.00433364153680782
2025-10-31,80.5037,1,0.012988303983188842
2025-11-01,80.9756,1,0.005861842374946802
2025-11-02,80.8861,1,-0.0011052712175025903
2025-11-06,81.1885,1,0.0037385904376647794
2025-11-07,81.3765,1,0.002315598884078174
2025-11-08,81.2257,1,-0.0018531148427369803
2025-11-11,81.0132,1,-0.0026161670505764345
2025-11-12,81.3562,1,0.0042338779359414325
2025-11-13,81.2852,1,-0.0008727054606778584
2025-11-14,80.601,1,-0.008417276453770217
2025-11-15,81.1276,1,0.006533417699532196
2025-11-18,81.1302,1,3.2048279500429544e-05
2025-11-19,81.0547,1,-0.0009306029074254152
2025-11-20,80.9448,1,-0.0013558744896964292
2025-11-21,80.7321,1,-0.0026277166661724527
2025-11-22,79.0246,1,-0.02115019923921213
2025-11-25,78.9202,1,-0.0013211076044675751
2025-11-26,78.9615,1,0.0005233134229261083
2025-11-27,78.5941,1,-0.004652900464150345
2025-11-28,78.2503,1,-0.004374374157856686
2025-11-29,78.2284,1,-0.0002798711314845326
2025-12-02,77.7027,1,-0.006720065858435098
2025-12-03,77.4631,1,-0.003083547933340758
2025-12-04,77.9556,1,0.0063578658742033944
2025-12-05,76.9708,1,-0.012632832022330787
2025-12-06,76.0937,1,-0.01139523039906043
2025-12-09,77.2733,1,0.015501940370884926
2025-12-10,76.8084,1,-0.006016308349714561
2025-12-11,77.8998,1,0.014209383348696036
2025-12-12,79.3398,1,0.018485284942965086
2025-12-13,79.7296,1,0.004913044903062547
2025-12-16,79.4495,1,-0.003513124360338016
2025-12-17,79.4302,1,-0.00024292160428951437
2025-12-18,80.3807,1,0.011966481262794426
2025-12-19,80.0301,1,-0.004361743552867781
2025-12-20,80.722,1,0.008645497131704039
2025-12-23,79.3146,1,-0.01743514779118449
2025-12-24,78.585,1,-0.009198810811628655
2025-12-25,78.4368,1,-0.00188585607940428
2025-12-26,77.8844,1,-0.007042612651204649
2025-12-27,77.6923,1,-0.0024664759566741523
2025-12-30,77.4466,1,-0.003162475560641087
2025-12-31,78.2267,1,0.010072746899153717
2026-01-13,78.7913,1,0.007217484567289878
2026-01-14,78.8527,1,0.0007792738538390243
2026-01-15,78.5711,1,-0.00357121569711627
2026-01-16,78.528,1,-0.00054854774847235
2026-01-17,77.8332,1,-0.008847799511002452
2026-01-20,77.7586,1,-0.0009584598860127302
2026-01-21,77.8247,1,0.0008500667450288546
2026-01-22,77.5159,1,-0.003967891941761503
2026-01-23,76.0382,1,-0.019063185746408084
2026-01-24,75.9246,1,-0.0014939859176046344
2026-01-27,76.0101,1,0.0011261172268275388
2026-01-28,76.5519,1,0.007128000094724474
2026-01-29,76.2662,1,-0.0037321085433543733
2026-01-30,76.0251,1,-0.0031612955673679943
2026-01-31,75.7327,1,-0.003846098196516712
2026-02-03,77.0223,1,0.01702831141633676
2026-02-04,76.9817,1,-0.0005271200678245158
2026-02-05,76.9102,1,-0.0009287921674892008
2026-02-06,76.5523,1,-0.004653478992383331
2026-02-07,77.054,1,0.006553689438462351
2026-02-10,77.6502,1,0.0077374308926208
2026-02-11,77.2091,1,-0.005680603527099648
2026-02-12,77.4648,1,0.0033117857869084943
2026-02-13,77.188,1,-0.003573235843892908
2026-02-14,77.1944,1,8.291444265950965e-05
2026-02-17,76.6201,1,-0.007439658835356022
2026-02-18,76.7389,1,0.0015505069818495532
2026-02-19,76.1524,1,-0.007642799154014446
2026-02-20,76.6405,1,0.006409515655448894
2026-02-21,76.7519,1,0.0014535395776384963
2026-02-25,76.6342,1,-0.0015335125254227755
2026-02-26,76.4678,1,-0.00217135430395321
2026-02-27,77.1218,1,0.008552619533973793
2026-02-28,77.2736,1,0.0019683150548872597
2026-03-03,77.1734,1,-0.0012966912373695294
2026-03-04,77.6093,1,0.005648319239530686
2026-03-05,77.8009,1,0.00246877629356268
2026-03-06,78.19,1,0.005001227492226867
2026-03-07,79.15,1,0.012277784882977372
2026-03-11,78.7396,1,-0.005185091598231328
2026-03-12,79.068,1,0.0041707095286234175
2026-03-13,79.0671,1,-1.1382607375987064e-05
2026-03-14,80.2254,1,0.014649582443266418
2026-03-17,81.0517,1,0.010299730509290228
2026-03-18,81.9103,1,0.010593238636574132
2026-03-19,83.1259,1,0.014840624439173
2026-03-20,84.8379,1,0.02059526573546866
2026-03-21,83.9982,1,-0.00989769902366755
2026-03-24,81.8763,1,-0.025261255598334253
2026-03-25,80.9604,1,-0.011186387269576104
2026-03-26,80.7192,1,-0.0029792342923207205
2026-03-27,82.1314,1,0.01749521799026743
2026-03-28,81.1443,1,-0.01201854589109641
2026-03-31,81.2955,1,0.0018633471482285557
2026-04-01,81.2504,1,-0.00055476625397477
2026-04-02,80.6234,1,-0.0077168850861041305
2026-04-03,80.3332,1,-0.0035994512759323083
2026-04-04,79.7293,1,-0.0075174398629708206
2026-04-07,78.7277,1,-0.012562508387757076
2026-04-08,78.7496,1,0.00027817400991003716
2026-04-09,78.3043,1,-0.0056546318965430276
2026-04-10,77.8366,1,-0.00597285206559528
2026-04-11,76.9724,1,-0.011102746008947117
2026-04-14,76.2489,1,-0.00939947305787514
2026-04-15,75.8532,1,-0.005189583062837677
2026-04-16,75.2346,1,-0.00815522614734776
2026-04-17,76.0861,1,0.011317930845648139
2026-04-18,76.0535,1,-0.00042846196611467935
2026-04-21,75.237,1,-0.010735863569724002
2026-04-22,74.5897,1,-0.008603479670906578
2026-04-23,74.9995,1,0.0054940561498437734
2026-04-24,74.8349,1,-0.002194681297875256
2026-04-25,75.5273,1,0.009252367545089069
2026-04-28,74.8081,1,-0.009522384621189928
2026-04-29,74.6947,1,-0.0015158786281164183
2026-04-30,74.8806,1,0.0024887977326371047
2026-05-01,74.8014,1,-0.0010576838326615823
2026-05-05,75.4388,1,0.008521230886052944
2026-05-06,75.3448,1,-0.001246043150209153
2026-05-07,75.2246,1,-0.001595332391883808
2026-05-08,74.6209,1,-0.008025300234231758
2026-05-09,74.2963,1,-0.004349987738019867
2026-05-13,73.7878,1,-0.006844217006768849
2026-05-14,73.342,1,-0.006041649161514617
2026-05-15,73.1385,1,-0.0027746720842083406
2026-05-16,73.1275,1,-0.0001503995843501471
2026-05-19,72.3497,1,-0.010636217565211381
2026-05-20,71.2926,1,-0.014610979727628481
2026-05-21,70.9509,1,-0.004792923809764149
2026-05-22,70.7902,1,-0.0022649466039191823
2026-05-23,71.209,1,0.005916073128766408
2026-05-26,71.546,1,0.004732547852097424
2026-05-27,71.668,1,0.0017051966566963284
2026-05-28,70.9012,1,-0.010699335826310219
2026-05-29,71.3715,1,0.00663317405065067
2026-05-30,71.0224,1,-0.004891308155215879
2026-06-02,71.5532,1,0.007473698438802412
2026-06-03,72.5597,1,0.014066456846094866
2026-06-04,73.3436,1,0.01080351765511689
2026-06-05,74.2956,1,0.012980000981680728
2026-06-06,73.4689,1,-0.011127173076198149
2026-06-09,73.2644,1,-0.0027834907015078514
